headword,pos,CEFR,vocab_id,label
basis,noun,B1,VOC_basis_B1,basis
basket,noun,A2,VOC_basket_A2,basket
basketball,noun,A1,VOC_basketball_A1,basketball
bat,noun,A1,VOC_bat_A1,bat
bat,verb,B1,VOC_bat_B1,bat
batch,noun,A2,VOC_batch_A2,batch
bath,noun,A1,VOC_bath_A1,bath
bathe,verb,B1,VOC_bathe_B1,bathe
bathhouse,noun,B2,VOC_bathhouse_B2,bathhouse
bathroom,noun,A1,VOC_bathroom_A1,bathroom
battery,noun,A2,VOC_battery_A2,battery
battle,noun,B1,VOC_battle_B1,battle
battlefield,noun,B2,VOC_battlefield_B2,battlefield
bay,noun,A2,VOC_bay_A2,bay
be,be-verb,A1,VOC_be_A1,be
beach,noun,A1,VOC_beach_A1,beach
beagle,noun,B2,VOC_beagle_B2,beagle
beak,noun,B2,VOC_beak_B2,beak
beam,noun,B2,VOC_beam_B2,beam
bean,noun,A1,VOC_bean_A1,bean
bear,noun,A1,VOC_bear_A1,bear
bear,verb,A2,VOC_bear_A2,bear
beard,noun,B1,VOC_beard_B1,beard
bearing,noun,B2,VOC_bearing_B2,bearing
beast,noun,B1,VOC_beast_B1,beast
beat,noun,B2,VOC_beat_B2,beat
beat,verb,B1,VOC_beat_B1,beat
beautiful,adjective,A1,VOC_beautiful_A1,beautiful
beautifully,adverb,B1,VOC_beautifully_B1,beautifully
beautify,verb,B2,VOC_beautify_B2,beautify
beauty,noun,A2,VOC_beauty_A2,beauty
beaver,noun,B1,VOC_beaver_B1,beaver
because,conjunction,A1,VOC_because_A1,because
because of,preposition,B1,VOC_becauseof_B1,because of
become,verb,A1,VOC_become_A1,become
bed,noun,A1,VOC_bed_A1,bed
bedroom,noun,A1,VOC_bedroom_A1,bedroom
bedside,noun,B1,VOC_bedside_B1,bedside
bee,noun,A1,VOC_bee_A1,bee
beef,noun,A1,VOC_beef_A1,beef
been,be-verb,A2,VOC_been_A2,been
beer,noun,A2,VOC_beer_A2,beer
before,adverb,A1,VOC_before_A1,before
before,conjunction,A2,VOC_before_A2,before
before,preposition,A1,VOC_before_A1,before
beg,verb,A2,VOC_beg_A2,beg
begin,verb,A1,VOC_begin_A1,begin
beginner,noun,A2,VOC_beginner_A2,beginner
beginning,noun,A2,VOC_beginning_A2,beginning
behalf,noun,B1,VOC_behalf_B1,behalf
behave,verb,B1,VOC_behave_B1,behave
behavior,noun,A2,VOC_behaviorbehaviour_A2,behavior/behaviour
behind,adverb,A1,VOC_behind_A1,behind
behind,preposition,A1,VOC_behind_A1,behind
being,noun,A2,VOC_being_A2,being
belief,noun,B1,VOC_belief_B1,belief
believe,verb,A1,VOC_believe_A1,believe
bell,noun,A1,VOC_bell_A1,bell
bellow,verb,B2,VOC_bellow_B2,bellow
belly,noun,A2,VOC_belly_A2,belly
belong,verb,A2,VOC_belong_A2,belong
belongings,noun,B2,VOC_belongings_B2,belongings
beloved,adjective,B1,VOC_beloved_B1,beloved
below,adverb,A1,VOC_below_A1,below
below,preposition,A1,VOC_below_A1,below
belt,noun,A2,VOC_belt_A2,belt
bench,noun,A2,VOC_bench_A2,bench
bend,noun,B2,VOC_bend_B2,bend
bend,verb,A2,VOC_bend_A2,bend
beneath,preposition,B1,VOC_beneath_B1,beneath
beneficial,adjective,B2,VOC_beneficial_B2,beneficial
benefit,noun,B1,VOC_benefit_B1,benefit
benefit,verb,B2,VOC_benefit_B2,benefit
benevolence,noun,B2,VOC_benevolence_B2,benevolence
benevolent,adjective,B2,VOC_benevolent_B2,benevolent
bent,adjective,B1,VOC_bent_B1,bent
berry,noun,B2,VOC_berry_B2,berry
beside,preposition,A1,VOC_beside_A1,beside
besides,adverb,A2,VOC_besides_A2,besides
besides,preposition,B1,VOC_besides_B1,besides
best,adjective,A1,VOC_best_A1,best
best,adverb,A1,VOC_best_A1,best
bestow,verb,B2,VOC_bestow_B2,bestow
bestseller,noun,B2,VOC_bestseller_B2,bestseller
bet,verb,B1,VOC_bet_B1,bet
betray,verb,B2,VOC_betray_B2,betray
better,adjective,A1,VOC_better_A1,better
better,adverb,A2,VOC_better_A2,better
between,preposition,A1,VOC_between_A1,between
bewilder,verb,B2,VOC_bewilder_B2,bewilder
bewilderment,noun,B2,VOC_bewilderment_B2,bewilderment
beyond,preposition,A2,VOC_beyond_A2,beyond
bicycle,noun,A1,VOC_bicycle_A1,bicycle
bid,verb,B2,VOC_bid_B2,bid
bidding,noun,B2,VOC_bidding_B2,bidding
big,adjective,A1,VOC_big_A1,big
bike,noun,A1,VOC_bike_A1,bike
bikini,noun,B2,VOC_bikini_B2,bikini
bilingual,adjective,B1,VOC_bilingual_B1,bilingual
bill,noun,A2,VOC_bill_A2,bill
bill,verb,B1,VOC_bill_B1,bill
billion,noun,B2,VOC_billion_B2,billion
bin,noun,B1,VOC_bin_B1,bin
bind,verb,B2,VOC_bind_B2,bind
bio,noun,B2,VOC_bio_B2,bio
biochemistry,noun,B1,VOC_biochemistry_B1,biochemistry
biography,noun,B1,VOC_biography_B1,biography
biological,adjective,B2,VOC_biological_B2,biological
biology,noun,B1,VOC_biology_B1,biology
biotechnology,noun,B2,VOC_biotechnology_B2,biotechnology
bird,noun,A1,VOC_bird_A1,bird
birdcage,noun,B2,VOC_birdcage_B2,birdcage
birth,noun,A1,VOC_birth_A1,birth
birthday,noun,A1,VOC_birthday_A1,birthday
birthplace,noun,B2,VOC_birthplace_B2,birthplace
biscuit,noun,A1,VOC_biscuit_A1,biscuit
bishop,noun,B1,VOC_bishop_B1,bishop
bit,noun,A2,VOC_bit_A2,bit
bite,noun,A2,VOC_bite_A2,bite
bite,verb,B1,VOC_bite_B1,bite
bitter,adjective,B1,VOC_bitter_B1,bitter
bitterly,adverb,B2,VOC_bitterly_B2,bitterly
bizarre,adjective,B2,VOC_bizarre_B2,bizarre
black,adjective,A1,VOC_black_A1,black
black,noun,A1,VOC_black_A1,black
blackboard,noun,A2,VOC_blackboard_A2,blackboard
blade,noun,B2,VOC_blade_B2,blade
blame,noun,B1,VOC_blame_B1,blame
blame,verb,A2,VOC_blame_A2,blame
blank,adjective,A1,VOC_blank_A1,blank
blanket,noun,A2,VOC_blanket_A2,blanket
blast,noun,B2,VOC_blast_B2,blast
blast,verb,B2,VOC_blast_B2,blast
blaze,noun,B2,VOC_blaze_B2,blaze
blaze,verb,B2,VOC_blaze_B2,blaze
bleed,verb,B1,VOC_bleed_B1,bleed
blend,noun,B2,VOC_blend_B2,blend
blend,verb,B1,VOC_blend_B1,blend
bless,verb,B1,VOC_bless_B1,bless
blessing,noun,B1,VOC_blessing_B1,blessing
blind,adjective,B1,VOC_blind_B1,blind
blindly,adverb,B2,VOC_blindly_B2,blindly
blindness,noun,B2,VOC_blindness_B2,blindness
blink,verb,B2,VOC_blink_B2,blink
block,noun,A1,VOC_block_A1,block
block,verb,B1,VOC_block_B1,block
blog,noun,B1,VOC_blog_B1,blog
blogger,noun,B1,VOC_blogger_B1,blogger
blonde,adjective,A2,VOC_blonde_A2,blonde
blood,noun,A2,VOC_blood_A2,blood
bloodstream,noun,B2,VOC_bloodstream_B2,bloodstream
bloody,adjective,B2,VOC_bloody_B2,bloody
bloody,adverb,B2,VOC_bloody_B2,bloody
bloom,noun,A2,VOC_bloom_A2,bloom
blooming,adjective,B2,VOC_blooming_B2,blooming
blossom,noun,B2,VOC_blossom_B2,blossom
blow,noun,A2,VOC_blow_A2,blow
blow,verb,A1,VOC_blow_A1,blow
blue,adjective,A1,VOC_blue_A1,blue
blue,noun,A1,VOC_blue_A1,blue
blur,verb,B2,VOC_blur_B2,blur
blurt,noun,B2,VOC_blurt_B2,blurt
blush,noun,B1,VOC_blush_B1,blush
blush,verb,B2,VOC_blush_B2,blush
board,noun,A1,VOC_board_A1,board
board,verb,B1,VOC_board_B1,board
board game,noun,A2,VOC_boardgame_A2,board game
boast,verb,B1,VOC_boast_B1,boast
boat,noun,A1,VOC_boat_A1,boat
body,noun,A1,VOC_body_A1,body
boil,verb,A2,VOC_boil_A2,boil
boiled,adjective,A2,VOC_boiled_A2,boiled
boiling,adjective,B2,VOC_boiling_B2,boiling
bold,adjective,B1,VOC_bold_B1,bold
bold,noun,B2,VOC_bold_B2,bold
boldly,adverb,B1,VOC_boldly_B1,boldly
bolt,noun,B2,VOC_bolt_B2,bolt
bolt,verb,B2,VOC_bolt_B2,bolt
bomb,noun,B1,VOC_bomb_B1,bomb
bomb,verb,B1,VOC_bomb_B1,bomb
bombard,noun,B2,VOC_bombard_B2,bombard
bomber,noun,B2,VOC_bomber_B2,bomber
bombing,noun,B2,VOC_bombing_B2,bombing
bond,noun,B1,VOC_bond_B1,bond
bone,noun,A1,VOC_bone_A1,bone
bonus,noun,A2,VOC_bonus_A2,bonus
bony,adjective,B2,VOC_bony_B2,bony
book,noun,A1,VOC_book_A1,book
book,verb,B1,VOC_book_B1,book
bookcase,noun,A2,VOC_bookcase_A2,bookcase
booking,noun,B1,VOC_booking_B1,booking
bookish,adjective,B2,VOC_bookish_B2,bookish
booklet,noun,B2,VOC_booklet_B2,booklet
bookmark,noun,B2,VOC_bookmark_B2,bookmark
bookmark,verb,B2,VOC_bookmark_B2,bookmark
bookshelf,noun,A2,VOC_bookshelf_A2,bookshelf
bookshop,noun,A2,VOC_bookshop_A2,bookshop
bookstore,noun,A1,VOC_bookstore_A1,bookstore
boom,noun,B1,VOC_boom_B1,boom
boost,noun,B2,VOC_boost_B2,boost
boost,verb,B2,VOC_boost_B2,boost
boot,noun,B1,VOC_boot_B1,boot
booth,noun,B2,VOC_booth_B2,booth
border,noun,B1,VOC_border_B1,border
bore,verb,B1,VOC_bore_B1,bore
bored,adjective,A2,VOC_bored_A2,bored
boredom,noun,B1,VOC_boredom_B1,boredom
boring,adjective,A1,VOC_boring_A1,boring
borrow,verb,A1,VOC_borrow_A1,borrow
boss,noun,A2,VOC_boss_A2,boss
bossy,adjective,B2,VOC_bossy_B2,bossy
botany,noun,B2,VOC_botany_B2,botany
both,adverb,A1,VOC_both_A1,both
both,determiner,A1,VOC_both_A1,both
both,pronoun,A1,VOC_both_A1,both
bother,noun,B1,VOC_bother_B1,bother
bother,verb,A2,VOC_bother_A2,bother
bothered,adjective,B2,VOC_bothered_B2,bothered
bothersome,adjective,B2,VOC_bothersome_B2,bothersome
bottle,noun,A1,VOC_bottle_A1,bottle
bottle,verb,B2,VOC_bottle_B2,bottle
bottom,noun,A1,VOC_bottom_A1,bottom
bounce,noun,B2,VOC_bounce_B2,bounce
bounce,verb,B1,VOC_bounce_B1,bounce
bound,adjective,B1,VOC_bound_B1,bound
bourbon,noun,B2,VOC_bourbon_B2,bourbon
bow,noun,B1,VOC_bow_B1,bow
bow,verb,B2,VOC_bow_B2,bow
bowl,noun,A1,VOC_bowl_A1,bowl
bowl,verb,B1,VOC_bowl_B1,bowl
box,noun,A1,VOC_box_A1,box
boxer,noun,B2,VOC_boxer_B2,boxer
boxing,noun,B1,VOC_boxing_B1,boxing
boy,noun,A1,VOC_boy_A1,boy
boyfriend,noun,A1,VOC_boyfriend_A1,boyfriend
bra,noun,A2,VOC_bra_A2,bra
bracelet,noun,B1,VOC_bracelet_B1,bracelet
bracket,noun,B2,VOC_bracket_B2,bracket
brag,noun,B2,VOC_brag_B2,brag
brain,noun,A1,VOC_brain_A1,brain
brainstorm,noun,A2,VOC_brainstorm_A2,brainstorm
brainstorming,noun,B1,VOC_brainstorming_B1,brainstorming
brake,noun,A2,VOC_brake_A2,brake
brake,verb,B2,VOC_brake_B2,brake
branch,noun,A2,VOC_branch_A2,branch
branch,verb,B1,VOC_branch_B1,branch
brand,noun,A2,VOC_brand_A2,brand
brandnew,adjective,B1,VOC_brandnew_B1,brand-new
brass,noun,B1,VOC_brass_B1,brass
brave,adjective,A2,VOC_brave_A2,brave
bravely,adverb,B1,VOC_bravely_B1,bravely
bravery,noun,B2,VOC_bravery_B2,bravery
bread,noun,A1,VOC_bread_A1,bread
break,noun,A2,VOC_break_A2,break
break,verb,A1,VOC_break_A1,break
breakable,adjective,B2,VOC_breakable_B2,breakable
breakdown,noun,B2,VOC_breakdown_B2,breakdown
breakfast,noun,A1,VOC_breakfast_A1,breakfast
breakthrough,noun,B1,VOC_breakthrough_B1,breakthrough
breakup,noun,B2,VOC_breakup_B2,breakup
breast,noun,B1,VOC_breast_B1,breast
breath,noun,B1,VOC_breath_B1,breath
breathe,verb,A1,VOC_breathe_A1,breathe
breathless,adjective,B1,VOC_breathless_B1,breathless
breathtaking,adjective,B2,VOC_breathtaking_B2,breathtaking
breed,noun,B2,VOC_breed_B2,breed
breed,verb,B1,VOC_breed_B1,breed
breeding,noun,B1,VOC_breeding_B1,breeding
breeze,noun,A2,VOC_breeze_A2,breeze
breezy,adjective,B2,VOC_breezy_B2,breezy
brewery,noun,B2,VOC_brewery_B2,brewery
brick,noun,B1,VOC_brick_B1,brick
bride,noun,A2,VOC_bride_A2,bride
bridge,noun,A1,VOC_bridge_A1,bridge
brief,adjective,B1,VOC_brief_B1,brief
briefly,adverb,B1,VOC_briefly_B1,briefly
bright,adjective,A1,VOC_bright_A1,bright
brightly,adverb,B1,VOC_brightly_B1,brightly
brilliant,adjective,A2,VOC_brilliant_A2,brilliant
brilliantly,adverb,B2,VOC_brilliantly_B2,brilliantly
bring,verb,A1,VOC_bring_A1,bring
broad,adjective,B1,VOC_broad_B1,broad
broadband,noun,B2,VOC_broadband_B2,broadband
broadcast,noun,B1,VOC_broadcast_B1,broadcast
broadcast,verb,B2,VOC_broadcast_B2,broadcast
broadcaster,noun,B2,VOC_broadcaster_B2,broadcaster
broaden,verb,B2,VOC_broaden_B2,broaden
broadly,adverb,B2,VOC_broadly_B2,broadly
broccoli,noun,B1,VOC_broccoli_B1,broccoli
brochure,noun,B2,VOC_brochure_B2,brochure
broken,adjective,A1,VOC_broken_A1,broken
bronze,noun,B1,VOC_bronze_B1,bronze
brother,noun,A1,VOC_brother_A1,brother
brotherhood,noun,B1,VOC_brotherhood_B1,brotherhood
brotherinlaw,noun,B2,VOC_brotherinlaw_B2,brother-in-law
brown,adjective,A1,VOC_brown_A1,brown
brown,noun,A2,VOC_brown_A2,brown
browse,verb,B2,VOC_browse_B2,browse
browser,noun,B2,VOC_browser_B2,browser
bruise,noun,B2,VOC_bruise_B2,bruise
brush,noun,A1,VOC_brush_A1,brush
brush,verb,A1,VOC_brush_A1,brush
bubble,noun,B1,VOC_bubble_B1,bubble
bucket,noun,A1,VOC_bucket_A1,bucket
bud,noun,B2,VOC_bud_B2,bud
buddy,noun,B1,VOC_buddy_B1,buddy
budget,adjective,B2,VOC_budget_B2,budget
budget,noun,A2,VOC_budget_A2,budget
bug,noun,A2,VOC_bug_A2,bug
build,verb,A1,VOC_build_A1,build
builder,noun,B1,VOC_builder_B1,builder
building,noun,A1,VOC_building_A1,building
bulb,noun,A2,VOC_bulb_A2,bulb
bulimia,noun,B2,VOC_bulimia_B2,bulimia
bull,noun,B1,VOC_bull_B1,bull
bullet,noun,B1,VOC_bullet_B1,bullet
bulletin,noun,B1,VOC_bulletin_B1,bulletin
bully,verb,B2,VOC_bully_B2,bully
bum,noun,B2,VOC_bum_B2,bum
bump,verb,B1,VOC_bump_B1,bump
bumper,noun,B2,VOC_bumper_B2,bumper
bun,noun,B2,VOC_bun_B2,bun
bunch,noun,B1,VOC_bunch_B1,bunch
burden,noun,B1,VOC_burden_B1,burden
burden,verb,B2,VOC_burden_B2,burden
burdensome,adjective,B2,VOC_burdensome_B2,burdensome
bureau,noun,B1,VOC_bureau_B1,bureau
bureaucracy,noun,B2,VOC_bureaucracy_B2,bureaucracy
burger,noun,A1,VOC_burger_A1,burger
burglar,noun,B1,VOC_burglar_B1,burglar
burglary,noun,B2,VOC_burglary_B2,burglary
burgle,verb,B2,VOC_burgle_B2,burgle
burial,noun,B2,VOC_burial_B2,burial
burn,noun,A2,VOC_burn_A2,burn
burn,verb,B1,VOC_burn_B1,burn
burning,adjective,B1,VOC_burning_B1,burning
burst,verb,B1,VOC_burst_B1,burst
bury,verb,A2,VOC_bury_A2,bury
bus,noun,A1,VOC_bus_A1,bus
bus station,noun,A2,VOC_busstation_A2,bus station
bus stop,noun,A2,VOC_busstop_A2,bus stop
bush,noun,A2,VOC_bush_A2,bush
business,noun,A1,VOC_business_A1,business
businessman,noun,A2,VOC_businessman_A2,businessman
businesswoman,noun,A2,VOC_businesswoman_A2,businesswoman
bust,verb,B1,VOC_bust_B1,bust
bustle,verb,B2,VOC_bustle_B2,bustle
bustling,adjective,B2,VOC_bustling_B2,bustling
busy,adjective,A1,VOC_busy_A1,busy
but,conjunction,A1,VOC_but_A1,but
but,preposition,B1,VOC_but_B1,but
butcher,noun,B1,VOC_butcher_B1,butcher
butcher,verb,B2,VOC_butcher_B2,butcher
butter,noun,A1,VOC_butter_A1,butter
butterfly,noun,A1,VOC_butterfly_A1,butterfly
button,noun,A1,VOC_button_A1,button
buy,verb,A1,VOC_buy_A1,buy
buyer,noun,B1,VOC_buyer_B1,buyer
buzz,noun,B2,VOC_buzz_B2,buzz
buzz,verb,B2,VOC_buzz_B2,buzz
by,preposition,A1,VOC_by_A1,by
bye,noun,A1,VOC_bye_A1,bye
cab,noun,A2,VOC_cab_A2,cab
cabbage,noun,B1,VOC_cabbage_B1,cabbage
cabin,noun,B1,VOC_cabin_B1,cabin
cabinet,noun,B2,VOC_cabinet_B2,cabinet
cable,noun,B2,VOC_cable_B2,cable
cafe,noun,A1,VOC_cafecaf_A1,cafe/café
cafeteria,noun,A2,VOC_cafeteria_A2,cafeteria
cage,noun,B1,VOC_cage_B1,cage
cake,noun,A1,VOC_cake_A1,cake
calculate,verb,B1,VOC_calculate_B1,calculate
calculation,noun,B1,VOC_calculation_B1,calculation
calculator,noun,B1,VOC_calculator_B1,calculator
calendar,noun,A2,VOC_calendar_A2,calendar
calf,noun,B1,VOC_calf_B1,calf
call,noun,A1,VOC_call_A1,call
call,verb,A2,VOC_call_A2,call
caller,noun,B1,VOC_caller_B1,caller
calm,adjective,B1,VOC_calm_B1,calm
calmly,adverb,B2,VOC_calmly_B2,calmly
calmness,noun,B1,VOC_calmness_B1,calmness
camel,noun,B1,VOC_camel_B1,camel
camera,noun,A1,VOC_camera_A1,camera
camp,noun,A1,VOC_camp_A1,camp
camp,verb,A2,VOC_camp_A2,camp
campaign,noun,B2,VOC_campaign_B2,campaign
camping,noun,A2,VOC_camping_A2,camping
campsite,noun,B1,VOC_campsite_B1,campsite
campus,noun,A2,VOC_campus_A2,campus
can,modal auxiliary,A1,VOC_can_A1,can
can,noun,A2,VOC_can_A2,can
canal,noun,B1,VOC_canal_B1,canal
cancel,verb,B1,VOC_cancel_B1,cancel
cancer,noun,B1,VOC_cancer_B1,cancer
candidate,noun,B2,VOC_candidate_B2,candidate
candle,noun,B1,VOC_candle_B1,candle
candy,noun,A1,VOC_candy_A1,candy
cane,noun,B2,VOC_cane_B2,cane
canned,adjective,B1,VOC_canned_B1,canned
cannonball,noun,B2,VOC_cannonball_B2,cannonball
canon,noun,B2,VOC_canon_B2,canon
canteen,noun,B1,VOC_canteen_B1,canteen
cap,noun,A1,VOC_cap_A1,cap
capability,noun,B2,VOC_capability_B2,capability
capable,adjective,B1,VOC_capable_B1,capable
capacity,noun,B1,VOC_capacity_B1,capacity
capital,noun,A2,VOC_capital_A2,capital
capital letter,noun,A2,VOC_capitalletter_A2,capital letter
capsule,noun,B1,VOC_capsule_B1,capsule
captain,noun,A2,VOC_captain_A2,captain
caption,noun,B2,VOC_caption_B2,caption
captive,noun,B2,VOC_captive_B2,captive
capture,noun,B1,VOC_capture_B1,capture
capture,verb,B1,VOC_capture_B1,capture
car,noun,A1,VOC_car_A1,car
car park,noun,A2,VOC_carpark_A2,car park
caravan,noun,B2,VOC_caravan_B2,caravan
carbon,noun,B2,VOC_carbon_B2,carbon
carbon dioxide,noun,B2,VOC_carbondioxide_B2,carbon dioxide
carbon footprint,noun,B2,VOC_carbonfootprint_B2,carbon footprint
carbon monoxide,noun,B2,VOC_carbonmonoxide_B2,carbon monoxide
card,noun,A1,VOC_card_A1,card
cardboard,noun,B2,VOC_cardboard_B2,cardboard
cardigan,noun,B2,VOC_cardigan_B2,cardigan
care,noun,A1,VOC_care_A1,care
care,verb,B1,VOC_care_B1,care
career,noun,B1,VOC_career_B1,career
carefree,adjective,B2,VOC_carefree_B2,carefree
careful,adjective,A1,VOC_careful_A1,careful
carefully,adverb,A1,VOC_carefully_A1,carefully
careless,adjective,B1,VOC_careless_B1,careless
carelessly,adverb,B1,VOC_carelessly_B1,carelessly
carelessness,noun,B1,VOC_carelessness_B1,carelessness
caring,adjective,B2,VOC_caring_B2,caring
carnival,noun,B2,VOC_carnival_B2,carnival
carpet,noun,B1,VOC_carpet_B1,carpet
carpool,noun,B2,VOC_carpool_B2,carpool
carriage,noun,B1,VOC_carriage_B1,carriage
carrot,noun,A2,VOC_carrot_A2,carrot
carry,verb,A1,VOC_carry_A1,carry
carton,noun,B1,VOC_carton_B1,carton
cartoon,noun,A1,VOC_cartoon_A1,cartoon
carve,verb,B2,VOC_carve_B2,carve
cascade,noun,B2,VOC_cascade_B2,cascade
case,noun,A1,VOC_case_A1,case
cash,noun,A2,VOC_cash_A2,cash
cashpoint,noun,B1,VOC_cashpoint_B1,cashpoint
cassette,noun,A2,VOC_cassette_A2,cassette
cast,noun,B2,VOC_cast_B2,cast
cast,verb,B2,VOC_cast_B2,cast
castle,noun,A2,VOC_castle_A2,castle
casual,adjective,B1,VOC_casual_B1,casual
casually,adverb,B2,VOC_casually_B2,casually
cat,noun,A1,VOC_cat_A1,cat
catalog,noun,B2,VOC_catalogcatalogue_B2,catalog/catalogue
catalyst,noun,B2,VOC_catalyst_B2,catalyst
catastrophe,noun,B2,VOC_catastrophe_B2,catastrophe
catastrophic,adjective,B2,VOC_catastrophic_B2,catastrophic
catch,noun,A1,VOC_catch_A1,catch
catch,verb,A1,VOC_catch_A1,catch
catchy,adjective,B2,VOC_catchy_B2,catchy
categorization,noun,B2,VOC_categorizationcatego_B2,categorization/categorisation
categorize,verb,B1,VOC_categorizecategorise_B1,categorize/categorise
category,noun,B1,VOC_category_B1,category
catering,noun,B2,VOC_catering_B2,catering
cathedral,noun,B2,VOC_cathedral_B2,cathedral
cattle,noun,B1,VOC_cattle_B1,cattle
cause,noun,B2,VOC_cause_B2,cause
cause,verb,A2,VOC_cause_A2,cause
caution,noun,B1,VOC_caution_B1,caution
cautious,adjective,B1,VOC_cautious_B1,cautious
cave,noun,B1,VOC_cave_B1,cave
cd,noun,A1,VOC_CD_A1,CD
cd player,noun,A1,VOC_CDplayer_A1,CD player
cdrom,noun,B1,VOC_CDROM_B1,CD-ROM
cease,verb,B2,VOC_cease_B2,cease
ceiling,noun,B2,VOC_ceiling_B2,ceiling
celebrate,verb,A1,VOC_celebrate_A1,celebrate
celebration,noun,A1,VOC_celebration_A1,celebration
celebrity,noun,B1,VOC_celebrity_B1,celebrity
cell,noun,B1,VOC_cell_B1,cell
cellar,noun,B2,VOC_cellar_B2,cellar
cellist,noun,B2,VOC_cellist_B2,cellist
cello,noun,B2,VOC_cello_B2,cello
cemetery,noun,B2,VOC_cemetery_B2,cemetery
cent,noun,A2,VOC_cent_A2,cent
center,noun,A2,VOC_centercentre_A2,center/centre
centigrade,noun,B2,VOC_centigrade_B2,centigrade
centimeter,noun,A2,VOC_centimetercentimetre_A2,centimeter/centimetre
central,adjective,B1,VOC_central_B1,central
central heating,noun,B1,VOC_centralheating_B1,central heating
century,noun,A2,VOC_century_A2,century
cereal,noun,A2,VOC_cereal_A2,cereal
ceremony,noun,B1,VOC_ceremony_B1,ceremony
certain,adjective,A2,VOC_certain_A2,certain
certainly,adverb,A2,VOC_certainly_A2,certainly
certainty,noun,B1,VOC_certainty_B1,certainty
certificate,noun,B2,VOC_certificate_B2,certificate
certification,noun,B2,VOC_certification_B2,certification
certify,verb,B2,VOC_certify_B2,certify
chain,noun,A2,VOC_chain_A2,chain
chair,noun,A1,VOC_chair_A1,chair
chairman,noun,A2,VOC_chairman_A2,chairman
challenge,noun,A2,VOC_challenge_A2,challenge
challenge,verb,B2,VOC_challenge_B2,challenge
challenging,adjective,B1,VOC_challenging_B1,challenging
champagne,noun,A2,VOC_champagne_A2,champagne
champion,noun,B1,VOC_champion_B1,champion
championship,noun,A2,VOC_championship_A2,championship
chance,noun,A2,VOC_chance_A2,chance
chancellor,noun,B2,VOC_chancellor_B2,chancellor
change,noun,A1,VOC_change_A1,change
change,verb,A1,VOC_change_A1,change
channel,noun,B1,VOC_channel_B1,channel
chaos,noun,B1,VOC_chaos_B1,chaos
chaotic,adjective,B2,VOC_chaotic_B2,chaotic
chapter,noun,A2,VOC_chapter_A2,chapter
character,noun,A1,VOC_character_A1,character
characteristic,adjective,B2,VOC_characteristic_B2,characteristic
characteristic,noun,B1,VOC_characteristic_B1,characteristic
characterize,verb,B1,VOC_characterizecharacte_B1,characterize/characterise
charge,noun,B1,VOC_charge_B1,charge
charge,verb,B1,VOC_charge_B1,charge
chariot,noun,B1,VOC_chariot_B1,chariot
charity,noun,B1,VOC_charity_B1,charity
charm,noun,B1,VOC_charm_B1,charm
charming,adjective,B2,VOC_charming_B2,charming
chart,noun,A2,VOC_chart_A2,chart
chase,noun,B1,VOC_chase_B1,chase
chase,verb,B2,VOC_chase_B2,chase
chat,noun,B1,VOC_chat_B1,chat
chat,verb,A2,VOC_chat_A2,chat
chat show,noun,B1,VOC_chatshow_B1,chat show
cheap,adjective,A2,VOC_cheap_A2,cheap
cheat,verb,B2,VOC_cheat_B2,cheat
check,noun,A1,VOC_check_A1,check
check,verb,A2,VOC_check_A2,check
checkin counter,noun,B1,VOC_checkincounterchecki_B1,check-in counter/check-in
checkin desk,noun,B1,VOC_checkindeskcheckin_B1,check-in desk/check-in
checkout,noun,B1,VOC_checkout_B1,checkout
checkpoint,noun,B2,VOC_checkpoint_B2,checkpoint
cheek,noun,A2,VOC_cheek_A2,cheek
cheeky,adjective,B2,VOC_cheeky_B2,cheeky
cheer,verb,A2,VOC_cheer_A2,cheer
cheerful,adjective,B1,VOC_cheerful_B1,cheerful
cheerfully,adverb,B2,VOC_cheerfully_B2,cheerfully
cheerfulness,noun,B2,VOC_cheerfulness_B2,cheerfulness
cheese,noun,A1,VOC_cheese_A1,cheese
chef,noun,A2,VOC_chef_A2,chef
chemical,adjective,A2,VOC_chemical_A2,chemical
chemical,noun,B1,VOC_chemical_B1,chemical
